variant,method_name,mask,query_s_mean,query_s_std,warmup_s_mean,warmup_s_std,cost_passes_mean,cost_passes_std,cost_node_evaluations_mean,cost_node_evaluations_std,cost_n_masks_mean,cost_n_masks_std,cost_output_elements_mean,cost_output_elements_std,cost_peak_boundary_bytes_mean,cost_peak_boundary_bytes_std,n_observed_mean,n_observed_std,oracle_max_error_mean,oracle_max_error_std,n_seeds,seeds,mask_shared_frac
unmatched,gaussian_fitted,bank1:3,0.7690463646673985,0.0471334985506258,0.0070258626668267725,9.205326768987703e-05,58.0,0.0,3659600.0,251486.1427593974,1.0,0.0,13070.0,898.1647955692764,32941280.0,0.0,14.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gaussian_fitted,bank2:6-10,0.5844326159992003,0.05453489055215254,0.006189848333936728,0.0005967098482697736,54.0,0.0,3171653.3333333335,217954.6570581444,1.0,0.0,13070.0,898.1647955692764,39499520.0,0.0,13.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gaussian_fitted,full,0.9430787109995435,0.05122525284532903,0.008625622668963237,0.0002187333923336609,62.0,0.0,4182400.0,287412.73458216846,1.0,0.0,13070.0,898.1647955692764,10214400.0,0.0,15.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gaussian_fitted,random1:1,0.7706441619981584,0.03779977540911842,0.006820310666322864,5.0591520303188376e-05,58.0,0.0,3659600.0,251486.1427593974,1.0,0.0,13070.0,898.1647955692764,17814720.0,0.0,14.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gaussian_fitted,random3:5-8-14,0.4793824350005404,0.031668868357168214,0.0053816306657002615,4.2618424732159603e-05,50.0,0.0,2718560.0,186818.2774784095,1.0,0.0,13070.0,898.1647955692764,22944960.0,0.0,12.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gaussian_fitted,random7:3-4-8-10-11-12-14,0.13949362800000623,0.006809417541365604,0.0033762923327837293,0.0004051455299282738,34.0,0.0,1254720.0,86223.82037465053,1.0,0.0,13070.0,898.1647955692764,24414400.0,0.0,8.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gaussian_fitted,single_sensor_0,0.002467631665543498,0.0004882042709855694,0.0006141799991989197,5.4193360815362086e-05,4.0,0.0,34853.333333333336,2395.1061215180703,1.0,0.0,13070.0,898.1647955692764,39499520.0,0.0,1.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gmm_fitted,bank0:0-1-2-4-5-7-8,0.35499609300071217,0.1522277626550762,0.006510573666067406,0.0021494048702938163,34.0,0.0,1254720.0,86223.82037465053,1.0,0.0,13070.0,898.1647955692764,69025194.66666667,29888786.04124974,8.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gmm_fitted,bank1:3,1.9554793956679835,0.6877024984535997,0.01717730299909211,0.007823912904421484,58.0,0.0,3659600.0,251486.1427593974,1.0,0.0,13070.0,898.1647955692764,87845312.0,38038135.897685,14.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gmm_fitted,bank2:6-10,1.6241192286676476,0.7343793660995968,0.014574237666238332,0.005380277783902167,54.0,0.0,3171653.3333333335,217954.6570581444,1.0,0.0,13070.0,898.1647955692764,105334250.66666667,45611068.48296564,13.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gmm_fitted,full,2.4727603063341426,0.97360494458495,0.02162880333465485,0.008251460101929658,62.0,0.0,4182400.0,287412.73458216846,1.0,0.0,13070.0,898.1647955692764,27239061.333333332,11794859.544954546,15.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gmm_fitted,random1:1,2.0366747796651907,0.8052610818086974,0.015997888332397753,0.006008574607884832,58.0,0.0,3659600.0,251486.1427593974,1.0,0.0,13070.0,898.1647955692764,47506880.0,20571082.467269436,14.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gmm_fitted,random3:5-8-14,1.273240015666185,0.5065285460723247,0.012671899000755124,0.004300447545335856,50.0,0.0,2718560.0,186818.2774784095,1.0,0.0,13070.0,898.1647955692764,61187797.333333336,26495093.4461402,12.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gmm_fitted,random7:3-4-8-10-11-12-14,0.36025822899925214,0.15237639353705779,0.006568410000909353,0.0022278004148783594,34.0,0.0,1254720.0,86223.82037465053,1.0,0.0,13070.0,898.1647955692764,65106496.0,28191939.74369497,8.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,gmm_fitted,single_sensor_0,0.003324791666576251,0.0011659526841071033,0.000794234999678641,0.00021498184482525543,4.0,0.0,34853.333333333336,2395.1061215180703,1.0,0.0,13070.0,898.1647955692764,105334250.66666667,45611068.48296564,1.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
