variant,method_name,mask,score,alpha_mean,alpha_std,fpr_mean,fpr_std,power_mean,power_std,threshold_mean,threshold_std,n_seeds,seeds,numerically_flat_frac,threshold_infinite_frac,depends_on_values_frac,depends_on_fault_frac
matched,gmm_fitted,bank0:0-1-2-4-5-7-8,relational_max,0.10000000000000002,1.6996749443881478e-17,0.03252781216628134,0.010095390478947776,0.49185751779934095,0.05271393230215607,10.60502712820897,7.199168891564339,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank1:3,conditional_max,0.10000000000000002,1.6996749443881478e-17,0.09245290124904175,0.08467050156938102,0.7035890258624495,0.024250176079343034,30.880103300642862,2.8407986400817857,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank1:3,independent,0.10000000000000002,1.6996749443881478e-17,0.08240261641504001,0.07213398512139516,0.5661043285777981,0.07001313385915194,186.18622056438463,4.137039564710464,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank1:3,joint,0.10000000000000002,1.6996749443881478e-17,0.08044686561107796,0.0815121396181332,0.6702559760064762,0.057249451995883674,180.8921962170749,9.784167914638068,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank1:3,marginal_max,0.10000000000000002,1.6996749443881478e-17,0.034879945313167564,0.030705594759919064,0.5702878064643367,0.00736785698369645,29.66372750008686,1.947388244106369,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank1:3,relational_max,0.10000000000000002,1.6996749443881478e-17,0.11312747207444279,0.036797550417768575,0.6978639980917923,0.0018398737062512575,6.0203769568480086,1.3245523018733796,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank2:6-10,conditional_max,0.10000000000000002,1.6996749443881478e-17,0.0445887614185693,0.023453949654561275,0.580627197708855,0.04420208349139889,51.70630784701276,5.3151355575913115,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank2:6-10,independent,0.10000000000000002,1.6996749443881478e-17,0.06162263250845471,0.024418700134822627,0.29309080630275464,0.01797097012718435,203.2513518781553,17.327105309585356,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank2:6-10,joint,0.10000000000000002,1.6996749443881478e-17,0.06269725468375469,0.0011099419773845322,0.4681059622173274,0.029743139687402442,212.17918008102865,5.690242286928152,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank2:6-10,marginal_max,0.10000000000000002,1.6996749443881478e-17,0.029846764288170125,0.01656365274770624,0.4853466502897746,0.022516378009073044,36.34149232018932,2.341241413528671,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank2:6-10,relational_max,0.10000000000000002,1.6996749443881478e-17,0.03037423466174874,0.01939705889879966,0.495492547987655,0.03919681473030569,23.452753856582635,8.911924476034878,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,full,conditional_max,0.10000000000000002,1.6996749443881478e-17,0.030038232996521735,0.0130061735390915,0.5750187601267225,0.05824812992276449,62.55781634021029,6.837105771391981,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,full,independent,0.10000000000000002,1.6996749443881478e-17,0.0682903439916771,0.012834193030111,0.409776121730038,0.04349090371099014,192.9553165874017,19.49032798006242,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,full,joint,0.10000000000000002,1.6996749443881478e-17,0.06317851824764015,0.010916761672249838,0.5354759362143543,0.04748126407285093,209.9546529558003,3.541185400694484,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,full,marginal_max,0.10000000000000002,1.6996749443881478e-17,0.029846764288170125,0.01656365274770624,0.5391572947026586,0.02841442104730901,36.34149232018932,2.341241413528671,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,full,relational_max,0.10000000000000002,1.6996749443881478e-17,0.02744336223587503,0.022373534859996297,0.5275111538217,0.06062644056442655,32.74630181432422,13.579944117795115,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,random1:1,conditional_max,0.10000000000000002,1.6996749443881478e-17,0.03540611979024295,0.018828380114099555,0.5931953284550929,0.05269401674478219,57.36877802219929,7.380852149726104,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
